equipment_type,manufacturer,condition,age_years,operating_hours,original_value,listing_price,location,seller_type,has_maintenance_records,has_warranty,photos_count,description_length,listing_month,price_to_original_ratio,hours_per_year,time_to_sale_days
Wheel Loader,Hitachi,Good,5.2,11818,322453,142822,Western Australia,Mining Company,False,True,6,307,2,0.443,2292,26.6
Excavator,Volvo,Good,14.9,30016,480100,94288,Nevada USA,Equipment Dealer,True,True,12,215,11,0.196,2009,7.0
Conveyor System,Caterpillar,Needs Repair,1.6,11823,1631443,517841,Queensland,Construction Company,True,True,8,190,6,0.317,7552,68.8
Bulldozer,Caterpillar,Good,10.8,13700,578235,182824,Nevada USA,Rental Company,True,False,15,165,7,0.316,1270,12.8
Excavator,Liebherr,Good,5.8,14651,451470,200518,Western Australia,Equipment Dealer,True,False,8,222,2,0.444,2536,18.1
Dump Truck,JCB,Needs Repair,5.3,17317,406453,111233,Western Australia,Equipment Dealer,True,False,13,258,10,0.274,3274,31.7
Dump Truck,Caterpillar,Fair,2.9,9841,397445,169040,Queensland,Construction Company,True,False,13,116,1,0.425,3384,34.9
Dump Truck,Caterpillar,Good,14.9,36876,533354,119449,Alberta Canada,Rental Company,False,False,6,265,2,0.224,2477,20.3
Dump Truck,Caterpillar,Good,8.7,19275,368857,132416,Western Australia,Equipment Dealer,False,False,9,258,10,0.359,2220,21.5
Bulldozer,Komatsu,Fair,6.4,14300,711472,265891,Western Australia,Construction Company,False,True,6,146,7,0.374,2227,26.7
Wheel Loader,Komatsu,Fair,6.3,15606,375688,124354,New South Wales,Construction Company,True,False,10,188,3,0.331,2484,23.9
Dump Truck,Liebherr,Excellent,10.5,36001,336315,120109,Alberta Canada,Rental Company,False,False,13,183,6,0.357,3422,10.5
Dump Truck,Generic,Fair,1.2,4447,337493,170883,Alberta Canada,Mining Company,True,False,7,233,8,0.506,3823,30.4
Excavator,Caterpillar,Fair,4.4,10278,486214,184337,Queensland,Mining Company,True,True,7,303,5,0.379,2361,15.4
Bulldozer,Volvo,Good,10.1,23391,578261,180942,Chile,Mining Company,False,False,8,114,2,0.313,2316,14.5
Excavator,Liebherr,Good,5.2,13013,544393,245523,New South Wales,Equipment Dealer,False,False,5,229,10,0.451,2487,25.3
Conveyor System,JCB,Good,12.2,80912,1282019,366374,Alberta Canada,Construction Company,False,True,11,261,1,0.286,6609,27.9
Dump Truck,Caterpillar,Needs Repair,3.6,8971,513634,167057,New South Wales,Rental Company,True,True,17,240,6,0.325,2504,20.0
Dump Truck,Generic,Excellent,9.9,31761,321824,119326,Queensland,Mining Company,True,False,6,114,9,0.371,3195,19.8
Excavator,JCB,Excellent,24.0,57557,458402,60456,Queensland,Construction Company,True,False,7,192,10,0.132,2400,11.6
Excavator,Generic,Good,4.0,10305,422767,233374,New South Wales,Mining Company,False,False,11,255,8,0.552,2569,17.5
Conveyor System,Caterpillar,Fair,2.8,17309,1601131,719812,Western Australia,Mining Company,False,False,9,125,3,0.45,6098,63.0
Crusher,Volvo,Fair,3.9,13515,873894,354930,South Africa,Equipment Dealer,True,True,9,310,3,0.406,3432,54.5
Dump Truck,Komatsu,Fair,22.3,54978,469746,40388,New South Wales,Rental Company,False,False,8,143,1,0.086,2466,21.6
Excavator,Hitachi,Good,1.3,2865,403155,252715,Chile,Mining Company,False,False,12,76,12,0.627,2143,26.0
Wheel Loader,Caterpillar,Fair,8.4,20848,446156,123567,Queensland,Construction Company,True,False,9,137,9,0.277,2484,19.0
Excavator,Hitachi,Good,2.7,5934,406364,243462,Queensland,Equipment Dealer,True,False,7,192,7,0.599,2232,32.9
Excavator,Caterpillar,Good,4.5,6744,529107,283038,New South Wales,Mining Company,False,False,4,162,9,0.535,1497,32.5
Dump Truck,JCB,Fair,6.4,24693,367751,124612,New South Wales,Equipment Dealer,True,True,10,236,10,0.339,3838,22.0
Dump Truck,Liebherr,Needs Repair,20.4,71607,369443,28204,Western Australia,Mining Company,False,False,11,156,12,0.076,3510,18.7
Crusher,Komatsu,Good,8.7,31957,918743,337845,Western Australia,Equipment Dealer,True,False,4,172,11,0.368,3690,27.4
Conveyor System,Komatsu,Good,7.9,39051,1623180,602183,Alberta Canada,Mining Company,True,True,10,201,2,0.371,4975,23.8
Excavator,Hitachi,Good,5.8,9126,482027,233682,South Africa,Mining Company,True,False,12,241,6,0.485,1582,19.0
Crusher,Hitachi,Good,6.7,33826,761042,296216,Alberta Canada,Mining Company,True,True,9,260,5,0.389,5038,32.8
Bulldozer,Liebherr,Good,25.0,45852,622746,53589,New South Wales,Mining Company,True,False,14,203,3,0.086,1834,13.3
Dump Truck,Hitachi,Good,6.9,15848,362662,140181,New South Wales,Equipment Dealer,True,False,11,180,8,0.387,2299,19.5
Excavator,Liebherr,Good,2.7,5493,588674,368251,Nevada USA,Mining Company,True,True,13,99,9,0.626,2050,16.3
Dump Truck,Volvo,Good,7.8,20607,453791,172363,Chile,Equipment Dealer,True,False,11,260,4,0.38,2644,26.7
Crusher,Caterpillar,Fair,1.2,5499,988172,557863,New South Wales,Equipment Dealer,True,False,8,161,11,0.565,4608,37.6
Bulldozer,Komatsu,Good,1.5,3537,586106,419583,South Africa,Mining Company,True,False,9,161,3,0.716,2285,40.0
Bulldozer,Komatsu,Fair,23.2,50991,536521,46077,Queensland,Equipment Dealer,False,False,8,254,9,0.086,2199,23.1
Wheel Loader,Caterpillar,Needs Repair,25.0,57445,436717,20697,Western Australia,Mining Company,True,False,4,184,12,0.047,2298,30.7
Wheel Loader,Komatsu,Good,12.5,28111,308822,75899,Western Australia,Equipment Dealer,True,False,9,167,1,0.246,2246,13.4
Bulldozer,Caterpillar,Fair,3.1,4023,729890,359132,New South Wales,Mining Company,True,True,7,169,5,0.492,1298,25.2
Crusher,Caterpillar,Good,8.6,28535,963087,345344,Western Australia,Mining Company,True,False,15,187,7,0.359,3308,27.2
Dump Truck,Caterpillar,Needs Repair,1.2,2504,394956,147026,New South Wales,Mining Company,True,True,13,266,12,0.372,2153,31.3
Excavator,Hitachi,Good,3.9,7718,473928,233401,Queensland,Mining Company,True,True,11,153,12,0.492,1989,18.5
Crusher,Caterpillar,Needs Repair,2.4,7006,1035977,316559,Chile,Rental Company,False,True,12,206,8,0.306,2862,23.6
Excavator,Liebherr,Good,1.8,3235,573821,375861,New South Wales,Mining Company,False,False,14,200,10,0.655,1769,31.3
Crusher,Komatsu,Fair,5.7,26274,1101862,390113,Western Australia,Equipment Dealer,True,False,7,253,10,0.354,4575,25.0
Excavator,Caterpillar,Fair,3.5,8851,498626,218135,New South Wales,Equipment Dealer,True,True,5,284,1,0.437,2560,22.5
Crusher,JCB,Excellent,16.0,79687,888937,221929,Alberta Canada,Rental Company,True,True,7,203,8,0.25,4982,15.7
Dump Truck,Caterpillar,Fair,7.9,25628,417489,122993,Alberta Canada,Equipment Dealer,True,False,12,230,6,0.295,3263,12.1
Conveyor System,Generic,Good,4.9,33960,1066216,574399,Queensland,Equipment Dealer,True,True,12,196,6,0.539,6910,26.2
Wheel Loader,Liebherr,Fair,24.0,64205,340526,26074,Nevada USA,Mining Company,True,True,9,76,3,0.077,2676,17.1
Excavator,Caterpillar,Good,6.3,15657,447883,217668,Chile,Equipment Dealer,True,True,8,177,3,0.486,2504,12.7
Crusher,Liebherr,Needs Repair,2.2,11156,859224,312737,Alberta Canada,Equipment Dealer,False,False,11,169,8,0.364,5137,54.7
Crusher,Caterpillar,Good,7.5,33813,884435,325810,Chile,Equipment Dealer,True,False,7,170,7,0.368,4503,19.6
Bulldozer,Caterpillar,Fair,25.0,46275,660665,53432,Alberta Canada,Mining Company,True,False,12,249,12,0.081,1851,20.0
Excavator,Caterpillar,Good,10.7,23188,576593,191446,Nevada USA,Mining Company,True,False,4,183,6,0.332,2177,11.2
Excavator,Hitachi,Fair,3.2,7530,395793,172753,South Africa,Mining Company,True,False,9,239,5,0.436,2354,20.2
Excavator,Caterpillar,Good,3.7,9571,485964,287254,New South Wales,Equipment Dealer,True,True,7,193,9,0.591,2584,15.9
Excavator,Komatsu,Good,4.3,10036,564162,312567,Alberta Canada,Rental Company,True,False,7,156,1,0.554,2358,38.4
Conveyor System,Caterpillar,Fair,12.9,85232,1373714,259580,South Africa,Mining Company,False,False,8,187,3,0.189,6616,50.9
Excavator,Volvo,Good,6.9,16456,468437,198999,South Africa,Mining Company,True,False,10,242,6,0.425,2376,23.6
Crusher,Komatsu,Good,11.7,60315,1100185,341002,Western Australia,Mining Company,True,False,8,108,5,0.31,5138,28.2
Crusher,Komatsu,Excellent,18.2,72410,897465,173164,Chile,Mining Company,True,True,11,216,4,0.193,3969,13.1
Crusher,Komatsu,Fair,13.0,52106,1024223,199968,Nevada USA,Mining Company,True,False,8,335,3,0.195,4003,36.0
Excavator,Liebherr,Excellent,3.6,8052,411391,282629,Nevada USA,Mining Company,True,True,6,189,3,0.687,2223,11.3
Dump Truck,Caterpillar,Good,6.3,18657,380877,179341,Western Australia,Equipment Dealer,True,True,7,139,2,0.471,2968,22.2
Crusher,Liebherr,Excellent,4.1,15294,873270,519554,South Africa,Equipment Dealer,True,True,12,127,8,0.595,3692,27.1
Wheel Loader,Caterpillar,Fair,17.6,31991,318868,45019,South Africa,Construction Company,True,False,5,276,1,0.141,1818,20.8
Wheel Loader,Caterpillar,Good,25.0,65557,437237,43725,Alberta Canada,Equipment Dealer,False,True,7,178,5,0.1,2622,12.2
Dump Truck,Komatsu,Good,16.9,55389,367115,72274,Nevada USA,Construction Company,False,True,9,203,10,0.197,3280,15.9
Dump Truck,Generic,Fair,14.5,47962,363513,69229,South Africa,Mining Company,True,False,9,113,12,0.19,3305,21.8
Conveyor System,Komatsu,Good,10.8,82371,1607939,446842,Chile,Rental Company,True,True,13,185,6,0.278,7631,17.2
Conveyor System,Liebherr,Good,14.0,73623,1196340,288242,New South Wales,Rental Company,True,True,15,205,11,0.241,5263,16.9
Dump Truck,Caterpillar,Fair,4.3,10169,476906,202304,New South Wales,Construction Company,True,False,9,258,7,0.424,2341,33.3
Conveyor System,Liebherr,Fair,8.7,53629,1416165,438639,Chile,Equipment Dealer,False,True,7,114,3,0.31,6197,24.9
Excavator,Generic,Good,3.8,5503,379486,214310,Alberta Canada,Mining Company,False,False,8,256,3,0.565,1463,30.1
Excavator,Caterpillar,Good,3.0,5471,488098,262181,New South Wales,Mining Company,True,False,10,288,9,0.537,1833,16.3
Excavator,Caterpillar,Good,19.3,38336,529865,84226,South Africa,Mining Company,True,False,9,212,3,0.159,1989,11.0
Dump Truck,Caterpillar,Fair,1.0,2702,404571,218274,Western Australia,Construction Company,True,False,9,245,10,0.54,2692,32.4
Conveyor System,Caterpillar,Needs Repair,1.1,8302,1705677,681091,Western Australia,Equipment Dealer,True,False,11,227,11,0.399,7228,30.2
Wheel Loader,Caterpillar,Good,5.1,8282,403673,201799,Western Australia,Rental Company,True,True,11,276,6,0.5,1609,30.6
Wheel Loader,Komatsu,Fair,10.3,21320,309707,80211,Alberta Canada,Mining Company,False,True,11,231,3,0.259,2064,34.8
Bulldozer,Caterpillar,Good,1.4,2620,740054,473067,Western Australia,Equipment Dealer,True,False,10,212,3,0.639,1813,39.3
Bulldozer,Volvo,Good,5.3,7288,573005,259321,Alberta Canada,Rental Company,True,True,10,250,11,0.453,1387,24.0
Crusher,Generic,Fair,14.8,58002,566280,107285,Alberta Canada,Construction Company,True,True,7,57,2,0.189,3926,37.0
Excavator,Komatsu,Fair,24.1,46855,430460,32970,New South Wales,Mining Company,True,False,12,237,7,0.077,1945,9.4
Excavator,Volvo,Good,15.5,35295,415563,93221,Chile,Rental Company,True,False,6,194,5,0.224,2279,9.1
Wheel Loader,Generic,Fair,10.4,23712,284912,78677,Nevada USA,Mining Company,False,False,9,243,5,0.276,2281,36.6
Wheel Loader,Hitachi,Good,9.1,21130,335670,109982,New South Wales,Mining Company,False,True,8,179,12,0.328,2320,17.4
Excavator,JCB,Good,5.7,9158,489975,218579,Chile,Rental Company,False,False,4,147,6,0.446,1601,11.4
Excavator,Komatsu,Fair,5.3,8153,426737,176393,Queensland,Equipment Dealer,True,False,6,210,3,0.413,1542,35.8
Crusher,Komatsu,Good,2.9,14224,807911,509133,Chile,Mining Company,True,False,5,180,4,0.63,4873,54.0
Dump Truck,Komatsu,Excellent,9.7,26740,474414,195139,South Africa,Equipment Dealer,True,True,7,189,4,0.411,2758,11.6
Wheel Loader,Caterpillar,Good,25.0,62146,391199,36729,Chile,Mining Company,False,False,12,238,11,0.094,2486,13.4
Wheel Loader,Komatsu,Excellent,10.6,20297,439875,178182,Alberta Canada,Equipment Dealer,True,True,6,161,7,0.405,1913,7.9
Excavator,Komatsu,Good,8.0,18707,492112,175945,Nevada USA,Rental Company,False,False,5,196,10,0.358,2326,12.4
Crusher,Generic,Fair,2.0,8058,721051,370502,Nevada USA,Mining Company,True,True,8,163,4,0.514,3966,31.4
Conveyor System,Caterpillar,Fair,3.7,28010,1678725,672591,Alberta Canada,Mining Company,False,False,7,291,1,0.401,7582,79.4
Dump Truck,JCB,Excellent,13.9,45186,373001,99706,New South Wales,Mining Company,True,True,9,212,8,0.267,3252,7.3
Bulldozer,Volvo,Excellent,18.1,28252,520086,99933,Alberta Canada,Rental Company,True,False,10,235,7,0.192,1559,10.4
Excavator,Liebherr,Good,5.8,14856,505880,217125,Nevada USA,Mining Company,True,True,12,234,1,0.429,2551,13.3
Crusher,Komatsu,Needs Repair,5.1,18194,1056523,271469,Chile,Equipment Dealer,True,True,7,238,2,0.257,3599,24.7
Conveyor System,Caterpillar,Good,2.2,11597,1177902,695667,Queensland,Rental Company,False,False,12,210,9,0.591,5391,54.8
Bulldozer,Hitachi,Fair,5.5,12400,573194,198279,South Africa,Mining Company,False,False,15,214,4,0.346,2238,66.9
Dump Truck,Caterpillar,Fair,2.9,7245,373886,165453,Alberta Canada,Rental Company,True,False,6,171,5,0.443,2517,23.4
Dump Truck,Liebherr,Good,5.7,14765,382451,185433,New South Wales,Equipment Dealer,True,False,6,296,12,0.485,2590,32.4
Crusher,Liebherr,Good,17.3,79764,797930,150102,Queensland,Construction Company,False,True,10,163,7,0.188,4611,15.3
Wheel Loader,Komatsu,Good,9.5,17059,309522,99750,Queensland,Rental Company,True,False,6,204,3,0.322,1796,26.8
Dump Truck,Komatsu,Good,3.5,9462,497624,269668,Nevada USA,Construction Company,True,False,10,101,9,0.542,2691,26.6
Excavator,Komatsu,Excellent,6.2,15328,537531,285231,Nevada USA,Mining Company,True,False,8,156,2,0.531,2475,25.8
Crusher,Volvo,Good,1.8,7708,789113,483347,South Africa,Rental Company,False,False,14,243,10,0.613,4219,52.3
Crusher,Volvo,Good,24.7,126055,777563,72440,Western Australia,Mining Company,False,False,14,152,1,0.093,5112,12.3
Bulldozer,Komatsu,Excellent,18.1,29041,632077,128216,South Africa,Mining Company,False,False,6,204,8,0.203,1602,18.7
Excavator,Liebherr,Good,22.5,37613,479144,60261,South Africa,Equipment Dealer,True,False,10,220,3,0.126,1674,11.8
Excavator,Caterpillar,Fair,12.5,24421,504382,115535,South Africa,Mining Company,True,False,9,271,8,0.229,1955,10.3
Wheel Loader,Komatsu,Fair,4.4,11926,318450,127879,South Africa,Equipment Dealer,True,True,12,191,7,0.402,2732,19.5
Bulldozer,Komatsu,Good,5.8,9918,509823,218707,Chile,Rental Company,False,False,4,133,3,0.429,1716,51.5
Bulldozer,Komatsu,Needs Repair,1.1,2405,706855,235575,Queensland,Mining Company,True,True,7,204,6,0.333,2268,44.7
Dump Truck,Caterpillar,Needs Repair,2.1,5592,380106,139753,Queensland,Construction Company,False,True,10,130,4,0.368,2725,36.9
Bulldozer,Liebherr,Good,8.2,14711,574102,211946,Alberta Canada,Equipment Dealer,True,True,8,140,9,0.369,1803,8.6
Bulldozer,Hitachi,Fair,15.4,29396,622746,97124,Western Australia,Rental Company,False,False,5,168,6,0.156,1913,32.7
Excavator,Caterpillar,Good,2.4,4688,493277,333542,South Africa,Rental Company,False,False,14,243,8,0.676,1977,28.1
Wheel Loader,Volvo,Fair,21.0,42308,274574,27878,Nevada USA,Rental Company,True,True,3,115,4,0.102,2017,24.1
Crusher,Hitachi,Good,4.0,15837,811241,421209,Queensland,Mining Company,True,False,9,157,6,0.519,4006,30.3
Bulldozer,Liebherr,Good,5.1,11758,466141,216053,Western Australia,Equipment Dealer,False,True,7,170,8,0.463,2319,16.7
Wheel Loader,Caterpillar,Excellent,7.4,17504,315042,137598,Chile,Equipment Dealer,True,False,5,217,11,0.437,2359,11.5
Dump Truck,Volvo,Good,1.4,4827,415778,299815,Queensland,Mining Company,True,True,12,122,1,0.721,3534,20.7
Excavator,JCB,Fair,2.9,4263,360046,172069,Alberta Canada,Mining Company,True,False,8,199,7,0.478,1486,33.7
Excavator,Volvo,Good,6.4,13902,480744,219040,Alberta Canada,Equipment Dealer,True,True,9,210,12,0.456,2186,14.7
Conveyor System,JCB,Fair,8.3,60168,1155510,349478,Alberta Canada,Mining Company,False,True,9,212,12,0.302,7243,45.5
Dump Truck,Caterpillar,Needs Repair,14.3,36949,543867,59585,Western Australia,Construction Company,False,True,7,161,4,0.11,2582,30.2
Excavator,Generic,Excellent,22.7,37689,382687,49923,Queensland,Rental Company,False,False,12,291,2,0.13,1662,13.4
Crusher,Volvo,Needs Repair,1.8,8002,699629,217144,Queensland,Equipment Dealer,False,True,10,180,2,0.31,4497,36.5
Crusher,JCB,Needs Repair,7.4,30615,614823,142604,Queensland,Equipment Dealer,False,True,7,169,9,0.232,4148,21.7
Conveyor System,Caterpillar,Fair,1.3,6987,1595606,834340,Alberta Canada,Equipment Dealer,True,False,7,191,5,0.523,5505,63.5
Bulldozer,Komatsu,Needs Repair,14.7,29701,525095,65363,Nevada USA,Mining Company,False,False,11,264,3,0.124,2015,30.7
Excavator,Caterpillar,Good,5.1,11015,473628,212034,Western Australia,Mining Company,True,True,7,133,4,0.448,2155,16.8
Dump Truck,Generic,Good,8.9,32886,320773,116144,Nevada USA,Mining Company,True,False,10,191,10,0.362,3699,19.1
Bulldozer,Volvo,Excellent,6.8,13107,501308,279073,Queensland,Construction Company,True,True,7,227,2,0.557,1927,23.7
Dump Truck,Komatsu,Fair,3.4,12340,389041,171142,Alberta Canada,Rental Company,True,False,9,102,10,0.44,3646,40.5
Excavator,Hitachi,Excellent,3.5,6128,427488,283015,Queensland,Equipment Dealer,True,False,8,292,4,0.662,1754,24.2
Crusher,Volvo,Good,2.3,10054,927279,531741,Queensland,Mining Company,True,False,12,246,12,0.573,4317,32.5
Bulldozer,Caterpillar,Good,3.2,5858,630448,379719,Nevada USA,Rental Company,False,False,13,188,1,0.602,1818,40.2
Dump Truck,JCB,Good,12.2,43187,426239,116740,South Africa,Equipment Dealer,False,False,8,224,6,0.274,3540,13.7
Conveyor System,Hitachi,Excellent,7.2,51724,1243671,607834,Alberta Canada,Mining Company,True,False,5,218,9,0.489,7207,28.7
Bulldozer,Hitachi,Good,1.3,2950,476295,296732,Queensland,Rental Company,True,True,10,265,5,0.623,2226,21.6
Excavator,Caterpillar,Good,1.5,3142,577322,357564,Nevada USA,Mining Company,False,False,11,235,1,0.619,2143,23.3
Bulldozer,Caterpillar,Good,2.6,5353,548877,338997,Nevada USA,Equipment Dealer,True,False,12,305,2,0.618,2054,32.4
Excavator,Caterpillar,Fair,5.2,12032,458980,167540,New South Wales,Equipment Dealer,True,False,13,214,9,0.365,2315,14.0
Conveyor System,Komatsu,Fair,2.8,13116,1491791,688399,New South Wales,Equipment Dealer,True,True,3,168,4,0.461,4624,52.4
Wheel Loader,Komatsu,Good,2.2,5567,361087,213588,Nevada USA,Mining Company,False,True,6,296,12,0.592,2546,34.2
Excavator,Liebherr,Fair,15.2,33341,455306,82190,Queensland,Rental Company,False,False,11,253,5,0.181,2200,30.3
Wheel Loader,JCB,Good,15.2,30061,339782,65605,Queensland,Rental Company,True,False,12,178,1,0.193,1978,12.2
Dump Truck,Caterpillar,Good,2.7,7170,478692,281292,New South Wales,Construction Company,False,False,7,222,6,0.588,2705,50.6
Excavator,Volvo,Good,6.3,13278,527030,218350,Nevada USA,Equipment Dealer,False,False,7,202,1,0.414,2118,9.3
Crusher,Komatsu,Good,10.9,54685,999562,319551,Western Australia,Mining Company,True,True,5,151,8,0.32,5031,18.6
Conveyor System,Caterpillar,Fair,6.6,48535,1637843,606829,New South Wales,Rental Company,True,False,6,177,3,0.371,7299,53.8
Dump Truck,Caterpillar,Good,4.8,10920,468127,229432,South Africa,Mining Company,False,False,8,215,3,0.49,2266,34.1
Crusher,Generic,Good,2.3,10810,713266,416323,Chile,Mining Company,False,False,7,164,4,0.584,4712,68.9
Crusher,Volvo,Good,9.4,43251,986942,351791,Western Australia,Equipment Dealer,False,False,11,178,11,0.356,4600,32.1
Conveyor System,Caterpillar,Excellent,8.8,59658,1366609,531036,Queensland,Equipment Dealer,True,False,9,143,4,0.389,6744,29.8
Crusher,Liebherr,Good,6.1,30504,969971,432918,Queensland,Equipment Dealer,False,False,6,182,1,0.446,4996,22.5
Bulldozer,Liebherr,Excellent,8.1,12762,570466,247754,South Africa,Equipment Dealer,True,False,10,168,4,0.434,1585,13.9
Excavator,Komatsu,Good,12.1,19401,513885,145633,South Africa,Construction Company,True,False,13,127,10,0.283,1600,10.3
Excavator,Caterpillar,Good,15.9,29663,629599,118736,New South Wales,Mining Company,True,False,8,268,10,0.189,1862,12.7
Excavator,Komatsu,Excellent,3.6,8663,615854,442676,Western Australia,Mining Company,True,False,8,210,5,0.719,2374,20.3
Excavator,Volvo,Good,6.5,15493,423575,198019,Queensland,Mining Company,True,False,6,202,5,0.467,2382,13.8
Crusher,JCB,Good,2.2,7995,861004,501053,Queensland,Rental Company,True,False,9,249,5,0.582,3574,30.3
Wheel Loader,Komatsu,Fair,6.7,16037,367357,124940,South Africa,Equipment Dealer,True,True,4,281,12,0.34,2396,14.6
